beat_index,peak_time_s,rr_prev_s,rr_next_s,rr_baseline_s,prematurity_index,qrs_width_ms,pvc_score,morphology_score,is_pvc_candidate
42,25.241666666666667,0.4555555555555557,0.5777777777777757,0.5805555555557476,0.7846889952150518,105.55555555555556,0.6191195628699375,0.8472379265164299,1
43,25.819444444444443,0.5777777777777757,0.49166666666666714,0.5805555555557476,0.995215311004452,38.888888888888886,0.27037588509828747,0.9874180069896055,0
44,26.31111111111111,0.49166666666666714,0.49444444444444713,0.5805555555557476,0.8468899521528308,36.111111111111114,0.40750977325535476,0.9772181310271923,0
45,26.805555555555557,0.49444444444444713,0.48333333333333073,0.5805555555557476,0.8516746411480484,44.44444444444444,0.41017298147793635,0.9975154077702022,0
46,27.288888888888888,0.48333333333333073,0.5833333333333357,0.5805555555557476,0.8325358851671842,105.55555555555556,0.5827950503453732,0.8466813210820756,1
47,27.872222222222224,0.5833333333333357,0.5472222222222207,0.5805555555557476,1.004784688994887,44.44444444444444,0.2671742787297328,0.9941540341187849,0
48,28.419444444444444,0.5472222222222207,0.530555555555555,0.5805555555557476,0.942583732057102,38.888888888888886,0.3197373632242055,0.994480460338611,0
49,28.95,0.530555555555555,0.5055555555555564,0.5805555555557476,0.9138755980858212,36.111111111111114,0.34505719879702457,0.9889306767204674,0
50,29.455555555555556,0.5055555555555564,0.5166666666666657,0.5805555555557476,0.8708133971289,91.66666666666667,0.5117514066240854,0.8599162149611292,1
51,29.97222222222222,0.5166666666666657,0.5111111111111128,0.5805555555557476,0.8899521531097518,41.666666666666664,0.3724964107644775,0.9974528552129588,0
52,30.483333333333334,0.5111111111111128,0.5027777777777764,0.5805555555557476,0.880382775119329,38.888888888888886,0.3792956982046141,0.9888592615174445,0
53,30.98611111111111,0.5027777777777764,0.47222222222222143,0.5805555555557476,0.8660287081336826,41.666666666666664,0.3949276090308214,0.9923147988762371,0
54,31.458333333333332,0.47222222222222143,0.5611111111111136,0.5805555555557476,0.8133971291863324,102.77777777777777,0.5941458453537851,0.8250700620494458,1
55,32.019444444444446,0.5611111111111136,0.4750000000000014,0.5805555555557476,0.9665071770331773,38.888888888888886,0.2973502476271954,0.9899637399973578,0
56,32.49444444444445,0.4750000000000014,0.5277777777777786,0.5805555555557476,0.81818181818155,41.666666666666664,0.4348158596676496,0.9935822404445808,0
57,33.022222222222226,0.5277777777777786,0.4638888888888886,0.5805555555557476,0.9090909090906097,41.666666666666664,0.3555053730521052,0.9914351545625575,0
58,33.486111111111114,0.4638888888888886,0.6083333333333272,0.5805555555557476,0.7990430622006921,105.55555555555556,0.6098634231268815,0.8400817713749603,1
59,34.09444444444444,0.6083333333333272,0.5500000000000043,0.5805555555557476,1.0478468899517959,41.666666666666664,0.22514453272670193,0.9933349382769803,0
60,34.644444444444446,0.5500000000000043,0.5805555555555557,0.5805555555557476,0.9473684210523255,38.888888888888886,0.3183380862926331,0.9730405562464051,0
61,35.225,0.5805555555555557,0.5916666666666686,0.5805555555557476,0.9999999999996696,41.666666666666664,0.2678742559259431,0.9958996043392019,0
62,35.81666666666667,0.5916666666666686,0.5722222222222157,0.5805555555557476,1.0191387559805274,44.44444444444444,0.2540853006153796,0.9933243546065564,0
63,36.388888888888886,0.5722222222222157,0.5361111111111114,0.5805555555557476,0.9856459330140169,41.666666666666664,0.28108767098680576,0.9980747864722473,0
64,36.925,0.5361111111111114,0.5361111111111114,0.5805555555557476,0.9234449760762502,88.88888888888889,0.4544788818223394,0.8669997127829715,0
65,37.46111111111111,0.5361111111111114,0.5138888888888928,0.5805555555557476,0.9234449760762502,38.888888888888886,0.3380250784850724,0.9951952991466879,0
66,37.975,0.5138888888888928,0.5,0.5805555555557476,0.8851674641145466,41.666666666666664,0.3774023195128613,0.9940935568462441,0
67,38.475,0.5,0.5444444444444443,0.5805555555557476,0.8612440191384712,41.666666666666664,0.3986185725816493,0.9958246917139248,0
68,39.019444444444446,0.5444444444444443,0.56111111111111,0.5805555555557476,0.9377990430618905,41.666666666666664,0.3275985447374707,0.9945531467495572,0
69,39.580555555555556,0.56111111111111,0.5555555555555571,0.5805555555557476,0.9665071770331712,41.666666666666664,0.29982522520680505,0.9952028987626869,0
70,40.13611111111111,0.5555555555555571,0.48611111111110716,0.5805555555557476,0.9569377990427484,47.22222222222222,0.31633086098508745,0.9949826182893269,0
71,40.62222222222222,0.48611111111110716,0.6138888888888943,0.5805555555557476,0.8373205741623957,108.33333333333333,0.5894374668301247,0.8227849669985342,1
72,41.236111111111114,0.6138888888888943,0.5305555555555515,0.5805555555557476,1.0574162679422432,44.44444444444444,0.21970261729331766,0.9987491849780534,0
73,41.766666666666666,0.5305555555555515,0.5527777777777771,0.5805555555557476,0.9138755980858151,38.888888888888886,0.34711330374979604,0.9954206291038026,0
74,42.31944444444444,0.5527777777777771,0.5472222222222243,0.5805555555557476,0.9521531100475309,102.77777777777777,0.4711353540421971,0.8141924450132894,0
75,42.86666666666667,0.5472222222222243,0.5444444444444443,0.5805555555557476,0.9425837320571081,41.666666666666664,0.32235096996054485,0.9987954247256636,0
76,43.41111111111111,0.5444444444444443,0.5666666666666629,0.5805555555557476,0.9377990430618905,38.888888888888886,0.3243282802150347,0.994615900936443,0
77,43.977777777777774,0.5666666666666629,0.5583333333333371,0.5805555555557476,0.9760765550235941,75.0,0.35793774662676264,0.9426510486002609,0
78,44.53611111111111,0.5583333333333371,0.5777777777777757,0.5805555555557476,0.961722488037966,41.666666666666664,0.30453875756525595,0.9944819643661137,0
79,45.11388888888889,0.5777777777777757,0.50277777777778,0.5805555555557476,0.995215311004452,38.888888888888886,0.2691299658187583,0.9957241355197997,0
80,45.61666666666667,0.50277777777778,0.7111111111111086,0.5805555555557476,0.8660287081336887,111.11111111111111,0.5739895531416732,0.807153097192476,1
81,46.327777777777776,0.7111111111111086,0.6166666666666671,0.5805555555557476,1.2248803827747101,44.44444444444444,0.11437695331980101,0.9927723009422902,0
82,46.94444444444444,0.6166666666666671,0.5333333333333314,0.5805555555557476,1.0622009569374486,38.888888888888886,0.2098015873484759,0.9930421174726733,0
83,47.477777777777774,0.5333333333333314,0.6138888888888943,0.5805555555557476,0.9186602870810326,111.11111111111111,0.5241304630771543,0.8152789900442255,1
84,48.09166666666667,0.6138888888888943,0.56388888888889,0.5805555555557476,1.0574162679422432,41.666666666666664,0.21692284304858853,0.9939321840877866,0
85,48.65555555555556,0.56388888888889,0.55555555555555,0.5805555555557476,0.9712918660283888,41.666666666666664,0.29533469161977427,0.9944967538616969,0
86,49.21111111111111,0.55555555555555,0.5583333333333371,0.5805555555557476,0.9569377990427362,94.44444444444444,0.43541946954054234,0.876170286491804,0
87,49.769444444444446,0.5583333333333371,0.5361111111111114,0.5805555555557476,0.961722488037966,38.888888888888886,0.30099054418679944,0.9963977109264699,0
88,50.30555555555556,0.5361111111111114,0.5472222222222172,0.5805555555557476,0.9234449760762502,38.888888888888886,0.3397002222455974,0.984027674076521,0
89,50.852777777777774,0.5472222222222172,0.5916666666666686,0.5805555555557476,0.9425837320570958,50.0,0.33423851537510435,0.9946620096549579,0
90,51.44444444444444,0.5916666666666686,0.5777777777777828,0.5805555555557476,1.0191387559805274,38.888888888888886,0.2470804922815997,0.9949352383472739,0
91,52.022222222222226,0.5777777777777828,0.5638888888888829,0.5805555555557476,0.9952153110044643,44.44444444444444,0.27549774081157763,0.9983601407187424,0
92,52.58611111111111,0.5638888888888829,0.4611111111111157,0.5805555555557476,0.9712918660283766,58.333333333333336,0.3213082496190552,0.9874421265212863,0
93,53.047222222222224,0.4611111111111157,0.6583333333333314,0.5805555555557476,0.7942583732054869,111.11111111111111,0.6315997778769804,0.8107752766836216,1
94,53.705555555555556,0.6583333333333314,0.56666666666667,0.5805555555557476,1.1339712918656504,47.22222222222222,0.16634692515561753,0.9969858500049014,0
95,54.272222222222226,0.56666666666667,0.5222222222222186,0.5805555555557476,0.9760765550236064,41.666666666666664,0.29104636631929304,0.9925191748317277,0
96,54.794444444444444,0.5222222222222186,0.5361111111111114,0.5805555555557476,0.8995215311001747,94.44444444444444,0.4915145007930081,0.8681855819804912,0
97,55.330555555555556,0.5361111111111114,0.5166666666666657,0.5805555555557476,0.9234449760762502,41.666666666666664,0.34119471274955654,0.9958034133461477,0
98,55.84722222222222,0.5166666666666657,0.5194444444444457,0.5805555555557476,0.8899521531097518,44.44444444444444,0.3761246262213077,0.9966135813558847,0
99,56.36666666666667,0.5194444444444457,0.4555555555555557,0.5805555555557476,0.8947368421049694,61.111111111111114,0.401311999675356,0.975870211039819,0
100,56.82222222222222,0.4555555555555557,0.7361111111111072,0.5805555555557476,0.7846889952150518,108.33333333333333,0.6283504326855222,0.8323448541826767,1
101,57.55833333333333,0.7361111111111072,0.5861111111111157,0.5805555555557476,1.2679425837316314,44.44444444444444,0.09713616210861858,0.9981606052571311,0
102,58.144444444444446,0.5861111111111157,0.4833333333333343,0.5805555555557476,1.0095693779901047,50.0,0.27030792266522163,0.9954593544215586,0
103,58.62777777777778,0.4833333333333343,0.7055555555555557,0.5805555555557476,0.8325358851671905,113.88888888888889,0.607008408636738,0.8219258203403612,1
104,59.333333333333336,0.7055555555555557,0.55555555555555,0.5805555555557476,1.2153110047842874,44.44444444444444,0.11767627514441574,0.9987415843432397,0
105,59.888888888888886,0.55555555555555,0.4777777777777814,0.5805555555557476,0.9569377990427362,38.888888888888886,0.306402560642815,0.9910626195386842,0
106,60.36666666666667,0.4777777777777814,0.6027777777777743,0.5805555555557476,0.8229665071767676,108.33333333333333,0.5990061394457218,0.8367394557554646,1
107,60.96944444444444,0.6027777777777743,0.5527777777777843,0.5805555555557476,1.0382775119613732,38.888888888888886,0.22961578036204497,0.9972176870624314,0
108,61.522222222222226,0.5527777777777843,0.5333333333333314,0.5805555555557476,0.9521531100475431,41.666666666666664,0.31384009145386704,0.9939882412412345,0
109,62.05555555555556,0.5333333333333314,0.43333333333333,0.5805555555557476,0.9186602870810326,58.333333333333336,0.37214728779884665,0.9860179921657071,0
110,62.48888888888889,0.43333333333333,0.6722222222222243,0.5805555555557476,0.746411483253336,108.33333333333333,0.6545279612919972,0.8241134690052188,1
111,63.16111111111111,0.6722222222222243,0.5750000000000028,0.5805555555557476,1.1578947368417258,44.44444444444444,0.1474608949819244,0.9987066351597296,0
112,63.736111111111114,0.5750000000000028,0.5166666666666657,0.5805555555557476,0.9904306220092467,41.666666666666664,0.27677787516422636,0.9965705638509548,0
113,64.25277777777778,0.5166666666666657,0.7000000000000028,0.5805555555557476,0.8899521531097518,113.88888888888889,0.5601353732959314,0.7995179298013687,1
114,64.95277777777778,0.7000000000000028,0.5777777777777686,0.5805555555557476,1.2057416267938645,47.22222222222222,0.12623655323744848,0.9960654644118871,0
115,65.53055555555555,0.5777777777777686,0.5416666666666714,0.5805555555557476,0.9952153110044397,38.888888888888886,0.2694514262226021,0.9935810661609186,0
116,66.07222222222222,0.5416666666666714,0.5999999999999943,0.5805555555557476,0.9330143540666852,108.33333333333333,0.5026987166486037,0.8208867584438013,1
117,66.67222222222222,0.5999999999999943,0.5638888888888971,0.5805555555557476,1.0334928229661555,44.44444444444444,0.24098675186629281,0.9946430678806095,0
118,67.23611111111111,0.5638888888888971,0.5722222222222229,0.5805555555557476,0.971291866028401,41.666666666666664,0.2951694440801177,0.9955984041259958,0
119,67.80833333333334,0.5722222222222229,0.4361111111111029,0.5805555555557476,0.9856459330140291,105.55555555555556,0.44624123438492946,0.8133756340820315,0
120,68.24444444444444,0.4361111111111029,0.8000000000000114,0.5805555555557476,0.7511961722485413,108.33333333333333,0.6512309339423473,0.8266976128149053,1
121,69.04444444444445,0.8000000000000114,0.5916666666666544,0.5805555555557476,1.3779904306215733,41.666666666666664,0.066693817411851,0.9954725459897655,0
122,69.6361111111111,0.5916666666666544,0.4638888888888886,0.5805555555557476,1.019138755980503,102.77777777777777,0.4016670846858572,0.854936252642569,0
123,70.1,0.4638888888888886,0.7694444444444457,0.5805555555557476,0.7990430622006921,111.11111111111111,0.6280818955899452,0.8108852770791359,1
124,70.86944444444444,0.7694444444444457,0.5638888888888971,0.5805555555557476,1.325358851674205,41.666666666666664,0.07734016382600023,0.9967497671083824,0
125,71.43333333333334,0.5638888888888971,0.44444444444444287,0.5805555555557476,0.971291866028401,50.0,0.3065789416364375,0.9946519747768086,0
126,71.87777777777778,0.44444444444444287,0.6805555555555571,0.5805555555557476,0.7655502392341939,108.33333333333333,0.6394176529195953,0.8448825989382842,1
127,72.55833333333334,0.6805555555555571,0.5555555555555571,0.5805555555557476,1.1722488038273662,44.44444444444444,0.13927485518329646,0.9985155535324315,0
128,73.1138888888889,0.5555555555555571,0.5138888888888857,0.5805555555557476,0.9569377990427484,41.666666666666664,0.30902431742135433,0.9953232503110312,0
129,73.62777777777778,0.5138888888888857,0.6055555555555543,0.5805555555557476,0.8851674641145344,108.33333333333333,0.5467760551853115,0.8279059823974817,1
130,74.23333333333333,0.6055555555555543,0.5361111111111114,0.5805555555557476,1.0430622009565906,38.888888888888886,0.22532071269164117,0.9979896934118486,0
131,74.76944444444445,0.5361111111111114,0.5666666666666629,0.5805555555557476,0.9234449760762502,41.666666666666664,0.34104004157353035,0.9968345545196557,0
132,75.33611111111111,0.5666666666666629,0.7666666666666657,0.5805555555557476,0.9760765550235941,111.11111111111111,0.47069922962377864,0.8034180118571886,0
133,76.10277777777777,0.7666666666666657,0.6555555555555657,0.5805555555557476,1.3205741626789875,47.22222222222222,0.08612145807187342,0.9943836960466169,0
134,76.75833333333334,0.6555555555555657,0.5972222222222143,0.5805555555557476,1.1291866028704574,44.44444444444444,0.16539697119414365,0.9993230894059614,0
135,77.35555555555555,0.5972222222222143,0.4638888888888886,0.5805555555557476,1.028708133970938,111.11111111111111,0.42029506822980117,0.812904525483798,0
136,77.81944444444444,0.4638888888888886,0.8333333333333286,0.5805555555557476,0.7990430622006921,113.88888888888889,0.6358860949674152,0.8032641803054855,1
137,78.65277777777777,0.8333333333333286,0.5416666666666714,0.5805555555557476,1.4354066985641105,44.44444444444444,0.06156827345048604,0.9973557507996128,0
138,79.19444444444444,0.5416666666666714,0.4583333333333286,0.5805555555557476,0.9330143540666852,108.33333333333333,0.5024520431968819,0.8225312481219469,1
139,79.65277777777777,0.4583333333333286,0.8000000000000114,0.5805555555557476,0.7894736842102571,113.88888888888889,0.6418300337139725,0.809936079577843,1
140,80.45277777777778,0.8000000000000114,0.5777777777777686,0.5805555555557476,1.3779904306215733,41.666666666666664,0.06665453114331943,0.9957344544466427,0
141,81.03055555555555,0.5777777777777686,0.49166666666667425,0.5805555555557476,0.9952153110044397,88.88888888888889,0.38133319821480816,0.8958656887642751,0
142,81.52222222222223,0.49166666666667425,0.6416666666666657,0.5805555555557476,0.846889952152843,111.11111111111111,0.5912113471455642,0.8030618921788069,1
143,82.16388888888889,0.6416666666666657,0.5583333333333371,0.5805555555557476,1.1052631578943697,44.44444444444444,0.18219188218019663,0.9984086484260903,0
144,82.72222222222223,0.5583333333333371,0.5694444444444429,0.5805555555557476,0.961722488037966,44.44444444444444,0.3074061374283267,0.99871492780077,0
145,83.29166666666667,0.5694444444444429,0.5722222222222229,0.5805555555557476,0.9808612440188117,38.888888888888886,0.2823632756191203,0.9981945143336345,0
146,83.8638888888889,0.5722222222222229,0.5805555555555486,0.5805555555557476,0.9856459330140291,44.44444444444444,0.28440886050889824,0.9992823521800146,0
147,84.44444444444444,0.5805555555555486,0.5611111111111171,0.5805555555557476,0.9999999999996573,44.44444444444444,0.27096521838834187,0.9986420171117478,0
148,85.00555555555556,0.5611111111111171,0.4555555555555486,0.5805555555557476,0.9665071770331836,108.33333333333333,0.4713731204714122,0.8145209270327243,0
149,85.46111111111111,0.4555555555555486,0.8277777777777828,0.5805555555557476,0.7846889952150395,111.11111111111111,0.6383169509217982,0.8115153282953503,1
150,86.28888888888889,0.8277777777777828,0.5138888888888857,0.5805555555557476,1.4258373205736998,36.111111111111114,0.05464065539053671,0.9861494177663319,0
151,86.80277777777778,0.5138888888888857,0.5305555555555515,0.5805555555557476,0.8851674641145344,111.11111111111111,0.5539174625060131,0.8259105292805933,1
152,87.33333333333333,0.5305555555555515,0.7305555555555543,0.5805555555557476,0.9138755980858151,113.88888888888889,0.5362251597525638,0.8094054231794754,1
153,88.06388888888888,0.7305555555555543,0.5861111111111228,0.5805555555557476,1.2583732057412085,44.44444444444444,0.10041383028010259,0.9984654224149647,0
154,88.65,0.5861111111111228,0.4583333333333286,0.5805555555557476,1.009569377990117,47.22222222222222,0.2659159612499257,0.9979918679003605,0
155,89.10833333333333,0.4583333333333286,0.6611111111111114,0.5805555555557476,0.7894736842102571,108.33333333333333,0.6245557452376189,0.83507717465626,1
156,89.76944444444445,0.6611111111111114,0.5555555555555571,0.5805555555557476,1.138755980860868,41.666666666666664,0.15590641093955054,0.9975921787493125,0
157,90.325,0.5555555555555571,0.5638888888888829,0.5805555555557476,0.9569377990427484,44.44444444444444,0.312150547785622,0.9978305437377077,0
158,90.88888888888889,0.5638888888888829,0.5750000000000028,0.5805555555557476,0.9712918660283766,91.66666666666667,0.4116177556261214,0.8940910314949374,0
159,91.46388888888889,0.5750000000000028,0.5666666666666629,0.5805555555557476,0.9904306220092467,44.44444444444444,0.2798528413304254,0.9994196185980888,0
160,92.03055555555555,0.5666666666666629,0.5194444444444457,0.5805555555557476,0.9760765550235941,41.666666666666664,0.2902980632296757,0.9975078620959212,0
161,92.55,0.5194444444444457,0.5666666666666629,0.5805555555557476,0.8947368421049694,38.888888888888886,0.3648872007250082,0.9968898635082315,0
162,93.11666666666666,0.5666666666666629,0.6000000000000085,0.5805555555557476,0.9760765550235941,44.44444444444444,0.2934896963170196,0.9995791373687565,0
163,93.71666666666667,0.6000000000000085,0.6083333333333343,0.5805555555557476,1.0334928229661802,47.22222222222222,0.24444540828773537,0.9966061876189024,0
164,94.325,0.6083333333333343,0.4749999999999943,0.5805555555557476,1.0478468899518083,88.88888888888889,0.3304794696097997,0.9175261189782999,0
165,94.8,0.4749999999999943,0.7722222222222257,0.5805555555557476,0.8181818181815378,113.88888888888889,0.6215406711056731,0.8017416556559245,1
166,95.57222222222222,0.7722222222222257,0.5722222222222229,0.5805555555557476,1.3301435406694226,41.666666666666664,0.0761405653246464,0.9971645825575346,0
167,96.14444444444445,0.5722222222222229,0.44722222222222285,0.5805555555557476,0.9856459330140291,63.888888888888886,0.3192660172712337,0.9794076083795906,0
168,96.59166666666667,0.44722222222222285,0.6888888888888829,0.5805555555557476,0.7703349282294114,105.55555555555556,0.6299926666799557,0.8400844800396525,1
169,97.28055555555555,0.6888888888888829,0.5611111111111171,0.5805555555557476,1.1866028708129943,41.666666666666664,0.1289347235935845,0.9928189041628679,0
170,97.84166666666667,0.5611111111111171,0.45277777777778283,0.5805555555557476,0.9665071770331836,44.44444444444444,0.3029186957618304,0.9979285909175666,0
171,98.29444444444445,0.45277777777778283,0.6833333333333229,0.5805555555557476,0.7799043062198464,102.77777777777777,0.6141653050672368,0.8549540391565498,1
172,98.97777777777777,0.6833333333333229,0.5805555555555628,0.5805555555557476,1.1770334928225592,41.666666666666664,0.13334791240811644,0.9972024852954438,0
173,99.55833333333334,0.5805555555555628,0.5138888888888857,0.5805555555557476,0.9999999999996818,41.666666666666664,0.26764176229087816,0.9974495619062254,0
174,100.07222222222222,0.5138888888888857,0.6138888888888943,0.5805555555557476,0.8851674641145344,105.55555555555556,0.5442900681361115,0.7978331696220036,1
175,100.68611111111112,0.6138888888888943,0.5694444444444429,0.5805555555557476,1.0574162679422432,47.22222222222222,0.2239884157045324,0.9951980247846771,0
176,101.25555555555556,0.5694444444444429,0.5499999999999972,0.5805555555557476,0.9808612440188117,44.44444444444444,0.2897922024763496,0.9937561737699204,0
177,101.80555555555556,0.5499999999999972,0.4611111111111086,0.5805555555557476,0.9473684210523133,69.44444444444444,0.3687676700008868,0.9712739411517857,0
178,102.26666666666667,0.4611111111111086,0.6361111111111057,0.5805555555557476,0.7942583732054745,113.88888888888889,0.637963120071899,0.8127598944603747,1
179,102.90277777777777,0.6361111111111057,0.5388888888888914,0.5805555555557476,1.0956937799039346,44.44444444444444,0.18916356702929218,0.9990757765719188,0
180,103.44166666666666,0.5388888888888914,0.5305555555555657,0.5805555555557476,0.9282296650714676,41.666666666666664,0.33690040381913183,0.9938743183304022,0
181,103.97222222222223,0.5305555555555657,0.5055555555555458,0.5805555555557476,0.9138755980858395,38.888888888888886,0.3471389416130747,0.9952497100151234,0
182,104.47777777777777,0.5055555555555458,0.5499999999999972,0.5805555555557476,0.8708133971288817,41.666666666666664,0.38990796065779637,0.9973911503943551,0
183,105.02777777777777,0.5499999999999972,0.6416666666666799,0.5805555555557476,0.9473684210523133,41.666666666666664,0.31763673360218586,0.9994552501454856,0
184,105.66944444444445,0.6416666666666799,0.4638888888888886,0.5805555555557476,1.105263157894394,83.33333333333333,0.266856966666015,0.9419863392234713,0
185,106.13333333333334,0.4638888888888886,0.9055555555555515,0.5805555555557476,0.7990430622006921,113.88888888888889,0.6360537548157629,0.8021464479831681,1
186,107.03888888888889,0.9055555555555515,0.5305555555555515,0.5805555555557476,1.5598086124396684,47.22222222222222,0.05525834510152426,0.9968481220204801,0
187,107.56944444444444,0.5305555555555515,0.4750000000000085,0.5805555555557476,0.9138755980858151,108.33333333333333,0.518881858313366,0.8350066046768544,1
188,108.04444444444445,0.4750000000000085,0.8055555555555429,0.5805555555557476,0.8181818181815623,111.11111111111111,0.6130048028682044,0.8142405448294388,1
